Orthogroup	GQIE.pep	HQIE.pep	PI18.pep	PI19.pep	PI20.pep	S001.pep	S027.pep	S054.pep	S057.pep	S076.pep	S092.pep	S098.pep	S126.pep	S181.pep	S184.pep	S185.pep	T2T.pep
OG0030633	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1
OG0030634	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030635	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
OG0030636	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1
OG0030637	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030638	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030639	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0
OG0030640	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0
OG0030641	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0
OG0030642	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0030643	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030644	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1
OG0030645	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030646	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
OG0030647	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1
OG0030648	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
OG0030649	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030650	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030651	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1
OG0030652	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0
OG0030653	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0
OG0030654	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0
OG0030655	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030656	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0
OG0030657	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0
OG0030658	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0030659	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1
OG0030660	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030661	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0
OG0030662	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030663	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0
OG0030664	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0
OG0030665	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030666	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0
OG0030667	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030668	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0
OG0030669	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1
OG0030670	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1
OG0030671	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0
OG0030672	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030673	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030674	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0
OG0030675	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030676	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1
OG0030677	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030678	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0
OG0030679	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0
OG0030680	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0
OG0030681	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1
OG0030682	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0
OG0030683	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0
OG0030684	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0
OG0030685	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
OG0030686	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030687	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0
OG0030688	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030689	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
OG0030690	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0
OG0030691	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030692	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0
OG0030693	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030694	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030695	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030696	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0
OG0030697	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
OG0030698	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
OG0030699	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030700	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030701	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0030702	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0
OG0030703	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030704	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OG0030705	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1
OG0030706	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030707	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0
OG0030708	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030709	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
OG0030710	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
OG0030711	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030712	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
OG0030713	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0030714	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
OG0030715	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1
OG0030716	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1
OG0030717	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OG0030718	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0
OG0030719	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0
OG0030720	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0030721	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0
OG0030722	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030723	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1
OG0030724	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0
OG0030725	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
OG0030726	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0
OG0030727	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
OG0030728	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0
OG0030729	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
OG0030730	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0
OG0030731	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030732	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0
OG0030733	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
OG0030734	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1
OG0030735	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1
OG0030736	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0
OG0030737	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030738	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
OG0030739	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
OG0030740	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030741	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0
OG0030742	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0
OG0030743	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030744	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1
OG0030745	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0
OG0030746	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
OG0030747	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
OG0030748	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
OG0030749	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030750	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030751	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OG0030752	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030753	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1
OG0030754	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0
OG0030755	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030756	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0030757	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
OG0030758	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
OG0030759	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1
OG0030760	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0030761	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0
OG0030762	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1
OG0030763	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1
OG0030764	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030765	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0
OG0030766	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0
OG0030767	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1
OG0030768	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030769	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030770	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030771	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030772	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030773	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0
OG0030774	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030775	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
OG0030776	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1
OG0030777	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1
OG0030778	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0
OG0030779	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0
OG0030780	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030781	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030782	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030783	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
OG0030784	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1
OG0030785	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0
OG0030786	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1
OG0030787	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0030788	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0
OG0030789	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030790	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030791	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0
OG0030792	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030793	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0
OG0030794	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0030795	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0
OG0030796	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030797	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0
OG0030798	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030799	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0
OG0030800	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0
OG0030801	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030802	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030803	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OG0030804	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0030805	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030806	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
OG0030807	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
OG0030808	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030809	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030810	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030811	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0
OG0030812	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0030813	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030814	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030815	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0
OG0030816	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0
OG0030817	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0030818	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
OG0030819	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
OG0030820	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1
OG0030821	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
OG0030822	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0
OG0030823	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1
OG0030824	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0
OG0030825	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1
OG0030826	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030827	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0
OG0030828	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
OG0030829	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030830	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030831	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1
OG0030832	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0
OG0030833	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1
OG0030834	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030835	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1
OG0030836	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1
OG0030837	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0
OG0030838	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
OG0030839	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0
OG0030840	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030841	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030842	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0
OG0030843	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030844	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0
OG0030845	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
OG0030846	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1
OG0030847	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030848	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0
OG0030849	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030850	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0
OG0030851	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0
OG0030852	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030853	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0
OG0030854	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1
OG0030855	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0
OG0030856	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0
OG0030857	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
OG0030858	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0030859	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030860	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0
OG0030861	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030862	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0030863	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
OG0030864	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030865	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0
OG0030866	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0
OG0030867	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
OG0030868	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030869	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0
OG0030870	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1
OG0030871	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030872	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0
OG0030873	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0030874	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0030875	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030876	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0
OG0030877	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
OG0030878	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
OG0030879	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0
OG0030880	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030881	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
OG0030882	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0
OG0030883	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0
OG0030884	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0
OG0030885	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0
OG0030886	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0030887	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030888	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0
OG0030889	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0030890	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030891	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
OG0030892	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030893	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
OG0030894	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
OG0030895	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0
OG0030896	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0030897	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
OG0030898	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2
OG0030899	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030900	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030901	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
OG0030902	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
OG0030903	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0
OG0030904	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0
OG0030905	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0030906	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030907	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0
OG0030908	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030909	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0030910	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
OG0030911	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0030912	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1
OG0030913	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030914	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0
OG0030915	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030916	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1
OG0030917	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0030918	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
OG0030919	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030920	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1
OG0030921	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
OG0030922	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0
OG0030923	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0030924	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1
OG0030925	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1
OG0030926	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
OG0030927	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0
OG0030928	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0030929	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0030930	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0
OG0030931	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0
OG0030932	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0
OG0030933	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030934	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0
OG0030935	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0
OG0030936	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030937	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0
OG0030938	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1
OG0030939	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030940	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0
OG0030941	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0
OG0030942	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1
OG0030943	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
OG0030944	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0
OG0030945	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
OG0030946	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0
OG0030947	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0
OG0030948	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0
OG0030949	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0
OG0030950	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0
OG0030951	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0
OG0030952	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2
OG0030953	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0
OG0030954	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0
OG0030955	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0
OG0030956	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0
OG0030957	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0
OG0030958	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0
OG0030959	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1
OG0030960	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0
OG0030961	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0
OG0030962	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
OG0030963	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0
OG0030964	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1
OG0030965	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0
OG0030966	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0
OG0030967	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0
OG0030968	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0
OG0030969	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0
OG0030970	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0
OG0030971	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0
OG0030972	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1
OG0030973	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0
OG0030974	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1
OG0030975	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0
OG0030976	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2
OG0030977	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0
OG0030978	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0
OG0030979	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0
